Sender;Ngram;Count
Maverick SOB;(' ', 'H', 'a');1
Maverick SOB;('H', 'a', ' ');1
Maverick SOB;('a', ' ', 'y');1
Maverick SOB;(' ', 'y', 'e');5
Maverick SOB;('y', 'e', 'r');1
Maverick SOB;('r', ' ', 'r');1
Maverick SOB;(' ', 'r', 'i');2
Maverick SOB;('r', 'i', 'g');3
Maverick SOB;('i', 'g', 'h');4
Maverick SOB;('g', 'h', 't');4
Maverick SOB;('h', 't', '.');1
Maverick SOB;('t', '.', ' ');7
Maverick SOB;(' ', 'H', 'o');2
Maverick SOB;('H', 'o', 'w');2
Maverick SOB;('w', ' ', 'm');2
Maverick SOB;('a', 'n', 'y');3
Maverick SOB;('n', 'y', ' ');2
Maverick SOB;('y', ' ', 't');2
Maverick SOB;('m', 'e', 's');2
Maverick SOB;('e', 's', ' ');13
Maverick SOB;('s', ' ', 'h');1
Maverick SOB;(' ', 'h', 'a');6
Maverick SOB;('h', 'a', 'v');4
Maverick SOB;('a', 'v', 'e');5
Maverick SOB;('v', 'e', ' ');7
Maverick SOB;('e', ' ', 'I');3
Maverick SOB;('I', ' ', 'h');2
Maverick SOB;(' ', 'h', 'e');9
Maverick SOB;('h', 'e', 'a');4
Maverick SOB;('e', 'a', 'r');7
Maverick SOB;('a', 'r', 'd');1
Maverick SOB;('r', 'd', ' ');1
Maverick SOB;('d', ' ', 't');7
Maverick SOB;(' ', 't', 'h');28
Maverick SOB;('t', 'h', 'a');5
Maverick SOB;('t', ' ', 's');5
Maverick SOB;(' ', 's', 'h');4
Maverick SOB;('s', 'h', 'i');2
Maverick SOB;('h', 'i', 't');2
Maverick SOB;('i', 't', ' ');6
Maverick SOB;('t', ' ', 'b');2
Maverick SOB;(' ', 'b', 'e');8
Maverick SOB;('b', 'e', 'f');1
Maverick SOB;('e', 'f', 'o');1
Maverick SOB;('f', 'o', 'r');7
Maverick SOB;('o', 'r', 'e');3
Maverick SOB;('r', 'e', '.');4
Maverick SOB;('e', '.', ' ');11
Maverick SOB;('.', ' ', '≡');2
Maverick SOB;(' ', '≡', 'ƒ');10
Maverick SOB;('≡', 'ƒ', 'ñ');1
Maverick SOB;('ƒ', 'ñ', 'ö');1
Maverick SOB;('ñ', 'ö', ' ');1
Maverick SOB;('ö', ' ', 'I');1
Maverick SOB;('I', ' ', 'n');4
Maverick SOB;(' ', 'n', 'e');6
Maverick SOB;('n', 'e', 'e');5
Maverick SOB;('e', 'e', 'd');7
Maverick SOB;(' ', 't', 'o');22
Maverick SOB;('t', 'o', ' ');19
Maverick SOB;('o', ' ', 's');4
Maverick SOB;(' ', 's', 'p');2
Maverick SOB;('s', 'p', 'e');2
Maverick SOB;('p', 'e', 'a');2
Maverick SOB;('e', 'a', 'k');2
Maverick SOB;('a', 'k', ' ');2
Maverick SOB;('k', ' ', 't');5
Maverick SOB;('o', ' ', 'G');1
Maverick SOB;(' ', 'G', 'o');8
Maverick SOB;('G', 'o', 'o');5
Maverick SOB;('o', 'o', 's');3
Maverick SOB;('o', 's', 'e');3
Maverick SOB;('s', 'e', ' ');4
Maverick SOB;('e', ' ', 'a');5
Maverick SOB;(' ', 'a', 'b');2
Maverick SOB;('a', 'b', 'o');1
Maverick SOB;('b', 'o', 'u');1
Maverick SOB;('o', 'u', 't');4
Maverick SOB;('t', 'h', 'i');8
Maverick SOB;('h', 'i', 's');7
Maverick SOB;('i', 's', '.');2
Maverick SOB;('s', '.', '.');2
Maverick SOB;('.', ' ', 'O');3
Maverick SOB;('K', ' ', 'B');1
Maverick SOB;(' ', 'B', 'a');1
Maverick SOB;('B', 'a', 'd');1
Maverick SOB;('a', 'd', ' ');2
Maverick SOB;('d', ' ', 'B');1
Maverick SOB;(' ', 'B', 'o');1
Maverick SOB;('B', 'o', 'y');1
Maverick SOB;('o', 'y', '.');1
Maverick SOB;('y', '.', '.');2
Maverick SOB;('.', ' ', 'G');2
Maverick SOB;(' ', 'a', 'g');2
Maverick SOB;('a', 'g', 'r');2
Maverick SOB;('g', 'r', 'e');2
Maverick SOB;('r', 'e', 'e');2
Maverick SOB;('o', ' ', 'g');1
Maverick SOB;(' ', 'g', 'i');1
Maverick SOB;('g', 'i', 'v');1
Maverick SOB;('i', 'v', 'e');4
Maverick SOB;('e', ' ', 'y');7
Maverick SOB;(' ', 'a', ' ');7
Maverick SOB;('a', ' ', 's');1
Maverick SOB;(' ', 's', 'e');4
Maverick SOB;('s', 'e', 'c');1
Maverick SOB;('e', 'c', 'o');1
Maverick SOB;('c', 'o', 'n');1
Maverick SOB;('o', 'n', 'd');1
Maverick SOB;('n', 'd', ' ');8
Maverick SOB;('d', ' ', 'c');1
Maverick SOB;(' ', 'c', 'h');3
Maverick SOB;('c', 'h', 'a');1
Maverick SOB;('h', 'a', 'n');2
Maverick SOB;('a', 'n', 'c');1
Maverick SOB;('n', 'c', 'e');1
Maverick SOB;('c', 'e', ',');1
Maverick SOB;('e', ',', ' ');2
Maverick SOB;(',', ' ', ' ');2
Maverick SOB;(' ', ' ', 'b');1
Maverick SOB;('u', ' ', 'n');1
Maverick SOB;('o', ' ', 'd');1
Maverick SOB;('o', ' ', 'e');1
Maverick SOB;('r', 'y', 't');1
Maverick SOB;('y', 't', 'h');2
Maverick SOB;('h', 'i', 'n');5
Maverick SOB;('i', 'n', 'g');19
Maverick SOB;('n', 'g', ' ');17
Maverick SOB;('g', ' ', 'w');1
Maverick SOB;(' ', 'w', 'e');4
Maverick SOB;('w', 'e', ' ');1
Maverick SOB;('e', ' ', 's');7
Maverick SOB;(' ', 's', 'a');1
Maverick SOB;('s', 'a', 'y');1
Maverick SOB;('a', 'y', ' ');2
Maverick SOB;('y', ' ', 'O');1
Maverick SOB;('O', 'K', '?');3
Maverick SOB;('K', '?', ' ');1
Maverick SOB;('?', ' ', 'D');2
Maverick SOB;(' ', 'D', 'e');2
Maverick SOB;('D', 'e', 'a');2
Maverick SOB;('a', 'r', ' ');4
Maverick SOB;('r', ' ', 'G');1
Maverick SOB;('G', 'o', 'd');2
Maverick SOB;('o', 'd', ',');1
Maverick SOB;('d', ',', ' ');1
Maverick SOB;(',', ' ', 'p');1
Maverick SOB;(' ', 'p', 'l');3
Maverick SOB;('p', 'l', 'e');3
Maverick SOB;('l', 'e', 'a');6
Maverick SOB;('e', 'a', 's');4
Maverick SOB;('a', 's', 'e');2
Maverick SOB;('e', ' ', 'm');5
Maverick SOB;('m', 'a', 'k');3
Maverick SOB;('a', 'k', 'e');4
Maverick SOB;('k', 'e', ' ');7
Maverick SOB;(' ', 's', 'u');4
Maverick SOB;('s', 'u', 'r');3
Maverick SOB;('u', 'r', 'e');4
Maverick SOB;('I', ' ', 'd');1
Maverick SOB;('d', 'o', 'n');3
Maverick SOB;('o', 'n', "'");2
Maverick SOB;('n', "'", 't');4
Maverick SOB;("'", 't', '.');1
Maverick SOB;('.', ' ', 'S');3
Maverick SOB;(' ', 'S', 'i');1
Maverick SOB;('S', 'i', 'c');1
Maverick SOB;('i', 'c', 'k');5
Maverick SOB;('c', 'k', ' ');6
Maverick SOB;('k', ' ', 'o');2
Maverick SOB;(' ', 'o', 'f');9
Maverick SOB;('o', 'f', ' ');8
Maverick SOB;('f', ' ', 'c');2
Maverick SOB;(' ', 'c', 'l');1
Maverick SOB;('c', 'l', 'e');1
Maverick SOB;('e', 'a', 'n');2
Maverick SOB;('a', 'n', 'i');1
Maverick SOB;('n', 'i', 'n');3
Maverick SOB;('g', ' ', 'u');2
Maverick SOB;('u', 'p', ' ');3
Maverick SOB;('p', ' ', 'a');2
Maverick SOB;('r', ' ', 'o');2
Maverick SOB;(' ', 'o', 't');1
Maverick SOB;('o', 't', 'h');2
Maverick SOB;('t', 'h', 'e');19
Maverick SOB;('e', 'r', 's');3
Maverick SOB;('r', 's', '.');1
Maverick SOB;('s', '.', ' ');5
Maverick SOB;('.', ' ', 'F');2
Maverick SOB;(' ', 'F', 'i');2
Maverick SOB;('F', 'i', 'r');1
Maverick SOB;('i', 'r', 's');1
Maverick SOB;('r', 's', 't');1
Maverick SOB;('t', ' ', 'j');2
Maverick SOB;(' ', 'j', 'o');3
Maverick SOB;('j', 'o', 'b');3
Maverick SOB;('o', 'b', '.');3
Maverick SOB;('b', '.', ' ');2
Maverick SOB;('F', 'i', 'n');1
Maverick SOB;('i', 'n', 'd');2
Maverick SOB;(' ', 'u', 's');1
Maverick SOB;('u', 's', ' ');1
Maverick SOB;('s', ' ', 'a');6
Maverick SOB;('a', ' ', 'p');1
Maverick SOB;('p', 'l', 'a');1
Maverick SOB;('l', 'a', 'c');2
Maverick SOB;('a', 'c', 'e');1
Maverick SOB;('c', 'e', ' ');2
Maverick SOB;('e', ' ', 't');10
Maverick SOB;('o', ' ', 'r');1
Maverick SOB;(' ', 'r', 'o');1
Maverick SOB;('r', 'o', 'b');2
Maverick SOB;('b', '.', '.');1
Maverick SOB;('.', ' ', 'I');5
Maverick SOB;(' ', 'I', 'n');1
Maverick SOB;('I', 'n', ' ');1
Maverick SOB;('n', ' ', 't');7
Maverick SOB;('h', 'e', ' ');15
Maverick SOB;('e', ' ', 'c');7
Maverick SOB;(' ', 'c', 'i');1
Maverick SOB;('c', 'i', 't');1
Maverick SOB;('i', 't', 'y');4
Maverick SOB;('t', 'y', '?');2
Maverick SOB;('y', '?', ' ');4
Maverick SOB;('?', ' ', 'N');3
Maverick SOB;(' ', 'N', 'a');1
Maverick SOB;('N', 'a', 'h');1
Maverick SOB;('a', 'h', ' ');1
Maverick SOB;('h', ' ', 'm');2
Maverick SOB;('a', 't', "'");2
Maverick SOB;('t', "'", 's');4
Maverick SOB;("'", 's', ' ');7
Maverick SOB;('s', ' ', 's');4
Maverick SOB;(' ', 's', 'o');7
Maverick SOB;('s', 'o', 'm');6
Maverick SOB;('o', 'm', 'e');6
Maverick SOB;('m', 'e', 'o');2
Maverick SOB;('e', 'o', 'n');2
Maverick SOB;('o', 'n', 'e');3
Maverick SOB;('n', 'e', ' ');2
Maverick SOB;('e', ' ', 'e');1
Maverick SOB;(' ', 'e', 'l');2
Maverick SOB;('e', 'l', 's');2
Maverick SOB;('l', 's', 'e');2
Maverick SOB;('s', 'e', "'");1
Maverick SOB;('e', "'", 's');2
Maverick SOB;('s', ' ', 't');3
Maverick SOB;(' ', 't', 'u');1
Maverick SOB;('t', 'u', 'r');1
Maverick SOB;('u', 'r', 'f');1
Maverick SOB;('r', 'f', '.');1
Maverick SOB;('f', '.', ' ');1
Maverick SOB;('.', ' ', 'W');5
Maverick SOB;(' ', 'W', 'e');4
Maverick SOB;('W', 'e', ' ');3
Maverick SOB;(' ', 's', 't');8
Maverick SOB;('s', 't', 'i');4
Maverick SOB;('t', 'i', 'c');3
Maverick SOB;('o', ' ', 't');2
Maverick SOB;('s', 'u', 'b');1
Maverick SOB;('u', 'b', 'u');1
Maverick SOB;('b', 'u', 'r');1
Maverick SOB;('u', 'r', 'b');1
Maverick SOB;('r', 'b', 's');1
Maverick SOB;('b', 's', ' ');2
Maverick SOB;('s', ' ', 'o');3
Maverick SOB;(' ', 'o', 'r');2
Maverick SOB;('o', 'r', ' ');7
Maverick SOB;('r', ' ', 'g');1
Maverick SOB;(' ', 'g', 'e');4
Maverick SOB;('g', 'e', 't');2
Maverick SOB;('e', 't', ' ');11
Maverick SOB;('t', ' ', 'w');4
Maverick SOB;(' ', 'w', 'h');6
Maverick SOB;('w', 'h', 'a');4
Maverick SOB;('h', 'a', 'c');1
Maverick SOB;('a', 'c', 'k');7
Maverick SOB;('c', 'k', 'e');2
Maverick SOB;('k', 'e', 'd');1
Maverick SOB;('e', 'd', '.');2
Maverick SOB;('d', '.', ' ');3
Maverick SOB;('.', ' ', 'L');2
Maverick SOB;(' ', 'L', 'o');1
Maverick SOB;('L', 'o', 'c');1
Maverick SOB;('o', 'c', 'a');1
Maverick SOB;('c', 'a', 'l');2
Maverick SOB;('a', 'l', ' ');3
Maverick SOB;('l', ' ', 'n');2
Maverick SOB;(' ', 'n', 'u');1
Maverick SOB;('n', 'u', 'm');1
Maverick SOB;('u', 'm', 'b');1
Maverick SOB;('m', 'b', 'e');2
Maverick SOB;('b', 'e', 'r');1
Maverick SOB;('r', 's', ' ');1
Maverick SOB;(' ', 'o', 'n');7
Maverick SOB;('o', 'n', 'l');2
Maverick SOB;('n', 'l', 'y');2
Maverick SOB;('y', ' ', 'M');1
Maverick SOB;(' ', 'M', 'a');2
Maverick SOB;('M', 'a', 'y');2
Maverick SOB;('a', 'y', 'b');2
Maverick SOB;('y', 'b', 'e');2
Maverick SOB;('b', 'e', '.');2
Maverick SOB;(' ', 'm', 'u');2
Maverick SOB;('m', 'u', 'c');2
Maverick SOB;('u', 'c', 'h');2
Maverick SOB;('c', 'h', ' ');3
Maverick SOB;('h', ' ', 'd');1
Maverick SOB;('n', 't', '?');1
Maverick SOB;('t', '?', ' ');1
Maverick SOB;('l', ' ', 'O');1
Maverick SOB;('K', ' ', 'l');2
Maverick SOB;('l', 'a', 't');2
Maverick SOB;('a', 't', 'e');2
Maverick SOB;('o', 'n', ' ');5
Maverick SOB;('n', ' ', 'm');2
Maverick SOB;(' ', 'm', 'e');12
Maverick SOB;('m', 'e', 'e');1
Maverick SOB;('e', 'e', 't');4
Maverick SOB;('.', ' ', 'n');8
Maverick SOB;(' ', 'n', 'a');40
Maverick SOB;('n', 'a', 'n');40
Maverick SOB;('n', ' ', 'W');4
Maverick SOB;('m', 'e', ' ');14
Maverick SOB;('e', ' ', 'd');6
Maverick SOB;(' ', 'y', 'a');1
Maverick SOB;('y', 'a', ' ');1
Maverick SOB;('a', ' ', 't');2
Maverick SOB;('i', 'n', 'k');1
Maverick SOB;('n', 'k', '?');1
Maverick SOB;('k', '?', ' ');1
Maverick SOB;(' ', 'Y', 'e');9
Maverick SOB;('Y', 'e', 'r');3
Maverick SOB;('r', ' ', 'O');3
Maverick SOB;('K', ' ', 'I');3
Maverick SOB;('I', ' ', 'c');1
Maverick SOB;('n', ' ', 'd');1
Maverick SOB;('a', 't', '.');1
Maverick SOB;(' ', 'S', 'e');3
Maverick SOB;('S', 'e', 'e');2
Maverick SOB;('e', 'e', ' ');3
Maverick SOB;('u', ' ', 't');2
Maverick SOB;('s', 'h', 'o');2
Maverick SOB;('h', 'o', 'r');1
Maverick SOB;('o', 'r', 't');1
Maverick SOB;('r', 't', 'l');1
Maverick SOB;('t', 'l', 'y');1
Maverick SOB;('l', 'y', '.');1
Maverick SOB;('y', '.', ' ');2
Maverick SOB;('.', ' ', 'B');4
Maverick SOB;(' ', 'B', 'r');2
Maverick SOB;('B', 'r', 'i');2
Maverick SOB;('r', 'i', 'n');4
Maverick SOB;('g', ' ', 't');6
Maverick SOB;('e', ' ', 'p');2
Maverick SOB;(' ', 'p', 'a');4
Maverick SOB;('p', 'a', 'c');2
Maverick SOB;('c', 'k', 'a');2
Maverick SOB;('k', 'a', 'g');2
Maverick SOB;('a', 'g', 'e');3
Maverick SOB;('g', 'e', 's');1
Maverick SOB;('s', ' ', '≡');2
Maverick SOB;('≡', 'ƒ', 'ô');1
Maverick SOB;('ƒ', 'ô', 'ª');1
Maverick SOB;('ô', 'ª', ' ');1
Maverick SOB;('ª', ' ', 'n');1
Maverick SOB;('n', ' ', 'G');2
Maverick SOB;('o', 'o', 'd');3
Maverick SOB;('o', 'd', ' ');3
Maverick SOB;('d', ' ', 'i');2
Maverick SOB;(' ', 'i', 'd');1
Maverick SOB;('i', 'd', 'e');2
Maverick SOB;('d', 'e', 'a');2
Maverick SOB;('e', 'a', ' ');1
Maverick SOB;('o', ' ', 'm');5
Maverick SOB;('e', ' ', 'i');3
Maverick SOB;(' ', 'i', 't');5
Maverick SOB;('t', ' ', 'l');3
Maverick SOB;(' ', 'l', 'o');3
Maverick SOB;('l', 'o', 'o');2
Maverick SOB;('o', 'o', 'k');2
Maverick SOB;('o', 'k', ' ');3
Maverick SOB;('k', ' ', 'l');1
Maverick SOB;(' ', 'l', 'i');4
Maverick SOB;('l', 'i', 'k');2
Maverick SOB;('i', 'k', 'e');4
Maverick SOB;('w', 'e', 'r');2
Maverick SOB;('e', ' ', 'j');2
Maverick SOB;(' ', 'j', 'u');1
Maverick SOB;('j', 'u', 's');1
Maverick SOB;('t', ' ', 'p');2
Maverick SOB;(' ', 'p', 'i');1
Maverick SOB;('p', 'i', 'c');2
Maverick SOB;('c', 'k', 'i');1
Maverick SOB;('k', 'i', 'n');3
Maverick SOB;('a', ' ', 'r');1
Maverick SOB;('r', 'e', 'g');1
Maverick SOB;('e', 'g', 'u');1
Maverick SOB;('g', 'u', 'l');1
Maverick SOB;('u', 'l', 'a');1
Maverick SOB;('l', 'a', 'r');1
Maverick SOB;('r', ' ', 'p');1
Maverick SOB;('p', 'a', 'r');1
Maverick SOB;('a', 'r', 'c');1
Maverick SOB;('r', 'c', 'e');1
Maverick SOB;('c', 'e', 'l');1
Maverick SOB;('e', 'l', '.');1
Maverick SOB;('l', '.', ' ');1
Maverick SOB;('.', ' ', 'T');5
Maverick SOB;(' ', 'T', 'h');4
Maverick SOB;('T', 'h', 'a');1
Maverick SOB;('w', 'a', 's');1
Maverick SOB;('a', 's', ' ');3
Maverick SOB;(' ', 'a', 'n');8
Maverick SOB;('n', ' ', 'e');1
Maverick SOB;(' ', 'e', 'x');1
Maverick SOB;('e', 'x', 'p');1
Maverick SOB;('x', 'p', 'e');1
Maverick SOB;('p', 'e', 'n');1
Maverick SOB;('e', 'n', 's');2
Maverick SOB;('n', 's', 'i');1
Maverick SOB;('s', 'i', 'v');1
Maverick SOB;('t', 'r', 'a');2
Maverick SOB;('r', 'a', 'd');1
Maverick SOB;('a', 'd', 'e');1
Maverick SOB;('d', 'e', ' ');3
Maverick SOB;('e', ' ', 'n');3
Maverick SOB;('n', ' ', 'F');1
Maverick SOB;(' ', 'F', 'u');1
Maverick SOB;('F', 'u', 'n');1
Maverick SOB;('u', 'n', 'n');1
Maverick SOB;('n', 'n', 'i');1
Maverick SOB;('n', 'i', 'l');1
Maverick SOB;('i', 'l', 'y');1
Maverick SOB;('y', ' ', 'e');2
Maverick SOB;(' ', 'e', 'n');1
Maverick SOB;('e', 'n', 'o');1
Maverick SOB;('n', 'o', 'u');1
Maverick SOB;('o', 'u', 'g');1
Maverick SOB;('u', 'g', 'h');1
Maverick SOB;('g', 'h', ' ');1
Maverick SOB;('h', ' ', 'I');1
Maverick SOB;('a', ' ', 'k');1
Maverick SOB;(' ', 'k', 'i');1
Maverick SOB;('k', 'i', 'l');1
Maverick SOB;('i', 'l', 'o');1
Maverick SOB;('l', 'o', ' ');1
Maverick SOB;('o', ' ', 'o');1
Maverick SOB;('f', ' ', 'w');1
Maverick SOB;('w', 'h', 'i');1
Maverick SOB;('i', 't', 'e');1
Maverick SOB;('t', 'e', ' ');2
Maverick SOB;(' ', 'p', 'o');2
Maverick SOB;('p', 'o', 'w');2
Maverick SOB;('o', 'w', 'd');2
Maverick SOB;('w', 'd', 'e');2
Maverick SOB;('d', 'e', 'r');2
Maverick SOB;('r', ' ', 'a');2
Maverick SOB;(' ', 'a', 'v');2
Maverick SOB;('a', 'v', 'a');2
Maverick SOB;('v', 'a', 'i');2
Maverick SOB;('a', 'i', 'l');2
Maverick SOB;('i', 'l', 'a');2
Maverick SOB;('l', 'a', 'b');2
Maverick SOB;('a', 'b', 'l');2
Maverick SOB;('b', 'l', 'e');3
Maverick SOB;('l', 'e', '.');2
Maverick SOB;('e', '.', '.');6
Maverick SOB;('n', ' ', '$');1
Maverick SOB;(' ', '$', '1');1
Maverick SOB;('$', '1', '1');1
Maverick SOB;('1', '1', '0');1
Maverick SOB;('1', '0', ',');2
Maverick SOB;('0', ',', '0');2
Maverick SOB;(',', '0', '0');3
Maverick SOB;('0', '0', '0');4
Maverick SOB;('0', '0', ' ');2
Maverick SOB;('0', ' ', 'a');1
Maverick SOB;(' ', 'a', 'l');5
Maverick SOB;('l', 'l', 'o');1
Maverick SOB;('l', 'o', 'w');1
Maverick SOB;('o', 'w', 'i');1
Maverick SOB;('w', 'i', 'n');1
Maverick SOB;('g', ' ', 'f');2
Maverick SOB;(' ', 'f', 'o');7
Maverick SOB;('r', ' ', 'i');1
Maverick SOB;(' ', 'i', 'n');5
Maverick SOB;('i', 'n', 'f');1
Maverick SOB;('n', 'f', 'l');1
Maverick SOB;('f', 'l', 'a');1
Maverick SOB;('a', 't', 'i');1
Maverick SOB;('t', 'i', 'o');1
Maverick SOB;('i', 'o', 'n');1
Maverick SOB;('o', 'n', '.');1
Maverick SOB;('n', '.', '.');3
Maverick SOB;('.', ' ', 'Y');5
Maverick SOB;('Y', 'e', 's');5
Maverick SOB;('s', ' ', 'w');2
Maverick SOB;('w', 'e', 'l');1
Maverick SOB;('e', 'l', 'l');2
Maverick SOB;('l', 'l', ' ');14
Maverick SOB;('l', ' ', 'f');1
Maverick SOB;(' ', 'f', 'i');1
Maverick SOB;('f', 'i', 'n');1
Maverick SOB;('i', 'n', 'e');3
Maverick SOB;('n', 'e', 's');3
Maverick SOB;('e', 's', 't');2
Maverick SOB;('t', ' ', 'q');1
Maverick SOB;(' ', 'q', 'u');3
Maverick SOB;('q', 'u', 'a');3
Maverick SOB;('u', 'a', 'l');1
Maverick SOB;('a', 'l', 'i');2
Maverick SOB;('l', 'i', 't');4
Maverick SOB;('t', 'y', ',');1
Maverick SOB;('y', ',', ' ');1
Maverick SOB;(' ', ' ', 'v');1
Maverick SOB;(' ', 'v', 'e');1
Maverick SOB;('r', 'y', ' ');2
Maverick SOB;('y', ' ', 'c');1
Maverick SOB;('c', 'h', 'e');3
Maverick SOB;('e', 'a', 'p');1
Maverick SOB;('a', 'p', ' ');1
Maverick SOB;('p', ' ', 't');2
Maverick SOB;('u', ' ', 'm');2
Maverick SOB;(' ', 'm', 'y');3
Maverick SOB;('m', 'y', ' ');3
Maverick SOB;('y', ' ', 'f');1
Maverick SOB;(' ', 'f', 'r');2
Maverick SOB;('f', 'r', 'i');1
Maverick SOB;('r', 'i', 'e');1
Maverick SOB;('i', 'e', 'n');1
Maverick SOB;('e', 'n', 'd');1
Maverick SOB;('n', 'd', '.');1
Maverick SOB;('u', ' ', 'c');2
Maverick SOB;('n', ' ', 'c');1
Maverick SOB;(' ', 'c', 'u');1
Maverick SOB;('c', 'u', 't');1
Maverick SOB;('t', ' ', 'i');2
Maverick SOB;('d', 'o', 'w');1
Maverick SOB;('o', 'w', 'n');2
Maverick SOB;('w', 'n', ' ');2
Maverick SOB;('n', ' ', 'a');1
Maverick SOB;('a', 'n', 'd');6
Maverick SOB;('d', ' ', 'q');1
Maverick SOB;('u', 'a', 'd');1
Maverick SOB;('a', 'd', 'r');1
Maverick SOB;('d', 'r', 'u');1
Maverick SOB;('r', 'u', 'p');1
Maverick SOB;('u', 'p', 'l');1
Maverick SOB;('l', 'e', ' ');3
Maverick SOB;('e', ' ', 'v');1
Maverick SOB;(' ', 'v', 'a');1
Maverick SOB;('v', 'a', 'l');1
Maverick SOB;('a', 'l', 'u');1
Maverick SOB;('l', 'u', 'e');1
Maverick SOB;('u', 'e', '.');1
Maverick SOB;(' ', 'T', 'i');1
Maverick SOB;('T', 'i', 'c');1
Maverick SOB;('t', 'o', 'c');1
Maverick SOB;('o', 'c', 'k');1
Maverick SOB;('c', 'k', '.');2
Maverick SOB;('k', '.', '.');2
Maverick SOB;('.', ' ', 'J');2
Maverick SOB;(' ', 'J', 'u');2
Maverick SOB;('J', 'u', 's');2
Maverick SOB;('t', ' ', 'I');1
Maverick SOB;('e', 'd', 'e');1
Maverick SOB;('d', 'e', 'd');1
Maverick SOB;('o', ' ', 'h');1
Maverick SOB;('r', ' ', 't');1
Maverick SOB;('a', 'n', 'k');1
Maverick SOB;('n', 'k', ' ');1
Maverick SOB;('k', ' ', 'y');1
Maverick SOB;('o', 'u', '.');2
Maverick SOB;('u', '.', ' ');1
Maverick SOB;(' ', 'L', 'e');1
Maverick SOB;('L', 'e', 't');1
Maverick SOB;('e', 't', "'");1
Maverick SOB;('s', ' ', 'd');2
Maverick SOB;('o', ' ', 'W');1
Maverick SOB;('W', 'e', 'd');1
Maverick SOB;('e', 'd', 'n');1
Maverick SOB;('d', 'n', 'e');1
Maverick SOB;('e', 's', 'd');1
Maverick SOB;('s', 'd', 'a');1
Maverick SOB;('d', 'a', 'y');1
Maverick SOB;('v', 'e', 'n');1
Maverick SOB;('e', 'n', 'i');1
Maverick SOB;('n', 'g', '.');2
Maverick SOB;('g', '.', ' ');2
Maverick SOB;('≡', 'ƒ', 'æ');3
Maverick SOB;('ƒ', 'æ', 'î');1
Maverick SOB;('æ', 'î', ' ');1
Maverick SOB;('î', ' ', 'I');1
Maverick SOB;('I', ' ', 'w');2
Maverick SOB;(' ', 'w', 'i');5
Maverick SOB;('w', 'i', 'l');3
Maverick SOB;('i', 'l', 'l');7
Maverick SOB;('l', ' ', 'b');2
Maverick SOB;('b', 'e', ' ');3
Maverick SOB;('e', ' ', 'b');5
Maverick SOB;(' ', 'b', 'r');2
Maverick SOB;('b', 'r', 'i');2
Maverick SOB;('c', 'a', 's');2
Maverick SOB;('a', 's', 'h');2
Maverick SOB;('s', 'h', ' ');2
Maverick SOB;('h', ' ', 'a');2
Maverick SOB;('d', ' ', 'y');1
Maverick SOB;('u', ' ', 'g');2
Maverick SOB;(' ', 'd', 'e');2
Maverick SOB;('d', 'e', 'l');1
Maverick SOB;('e', 'l', 'i');1
Maverick SOB;('l', 'i', 'v');1
Maverick SOB;('y', ' ', 'o');2
Maverick SOB;('f', ' ', 'p');1
Maverick SOB;('e', 'r', '.');1
Maverick SOB;('r', '.', '.');1
Maverick SOB;('.', ' ', '1');2
Maverick SOB;(' ', '1', '0');3
Maverick SOB;('1', '0', '.');1
Maverick SOB;('0', '.', 'm');1
Maverick SOB;('.', 'm', 'i');1
Maverick SOB;('m', 'i', 'n');3
Maverick SOB;('i', 'n', 'u');1
Maverick SOB;('n', 'u', 't');1
Maverick SOB;('u', 't', 'e');2
Maverick SOB;('t', 'e', 's');1
Maverick SOB;('s', ' ', 'O');1
Maverick SOB;(' ', 'I', "'");2
Maverick SOB;('I', "'", 'm');2
Maverick SOB;("'", 'm', ' ');2
Maverick SOB;('m', ' ', 'h');2
Maverick SOB;(' ', 'n', 'o');7
Maverick SOB;('n', 'o', 'w');8
Maverick SOB;('o', 'w', '.');3
Maverick SOB;('w', '.', ' ');3
Maverick SOB;(' ', 'B', 'l');1
Maverick SOB;('B', 'l', 'a');1
Maverick SOB;('k', ' ', 'j');1
Maverick SOB;(' ', 'j', 'a');1
Maverick SOB;('j', 'a', 'c');1
Maverick SOB;('k', 'e', 't');2
Maverick SOB;('e', 't', '.');1
Maverick SOB;('W', 'h', 'e');1
Maverick SOB;(' ', 'a', 'r');2
Maverick SOB;('a', 'r', 'e');3
Maverick SOB;(' ', 'a', 't');2
Maverick SOB;('a', 't', '?');1
Maverick SOB;('t', '?', '?');1
Maverick SOB;('?', '?', '?');9
Maverick SOB;('?', '?', ' ');8
Maverick SOB;('K', ' ', 'y');1
Maverick SOB;('y', 'e', 's');4
Maverick SOB;('s', ' ', 'y');4
Maverick SOB;('s', ' ', 'I');2
Maverick SOB;('I', ' ', 's');1
Maverick SOB;('s', 'e', 'e');1
Maverick SOB;('u', ' ', '≡');1
Maverick SOB;('ƒ', 'æ', 'Ç');1
Maverick SOB;('æ', 'Ç', ' ');1
Maverick SOB;('Ç', ' ', 'n');1
Maverick SOB;('n', ' ', 'P');1
Maverick SOB;(' ', 'P', 'l');1
Maverick SOB;('P', 'l', 'e');1
Maverick SOB;('a', 's', 'u');1
Maverick SOB;('d', 'o', 'i');2
Maverick SOB;('o', 'i', 'n');3
Maverick SOB;('g', ' ', 'b');1
